idx,seed,fs,T,f,snr,theta,phi,psi,iota,tau,FH_plus,FH_cross,FL_plus,FL_cross,n_star
35,1372,4096.0,1.0,640.0474908712893,45.88108664042207,0.7824250397175153,5.70251663826692,4.681128105848835,1.6122530396619188,-0.0029919005492006,-0.4508683336811786,0.548874094841568,0.0044047713426506,-0.1494549839082298,4.0
36,1373,4096.0,1.0,233.22548723699168,31.272624127787942,0.7577450992978563,5.138060525973689,3.6925747193130745,0.7582550374968223,-0.0021109016932195,0.213794437752963,0.8386942111667915,0.1150418921380789,0.2238373134931576,1.0
37,1374,4096.0,1.0,417.69265014262226,32.118339177324295,2.6077530844547376,4.162566187019368,1.137917417955078,1.816047728652039,-0.0045049562478025,0.5236392631028776,0.1502716251874227,-0.3842728399856318,0.7086678985669588,2.0
38,1375,4096.0,1.0,166.4464067192202,85.42478856762816,0.7565468284666523,3.701704984008967,5.494814570184375,2.8504421895913348,0.0053653515737284,0.4544153587256274,0.7782153552492295,0.4004841366174435,0.0713946961163056,16.0
39,1376,4096.0,1.0,15.69850573716846,19.333825723557617,1.27825259787003,5.644148817455508,2.3657024232775603,0.9483305428607424,-0.0071921770645216,-0.1070090485050152,-0.3633506666409917,0.4483262560130061,-0.2307768186221341,16.0
40,1377,4096.0,1.0,81.68908425031474,31.037209303875365,1.4929289763467155,3.361057615476861,0.2445366795450231,2.196607924337852,0.0059284526712077,-0.5017901548039124,-0.0050468440971482,0.2994191074394943,-0.0742927517279119,1.0
41,1378,4096.0,1.0,203.8018014949797,87.28091303161031,1.198906496866401,4.789667520627813,0.3539535080650459,1.742108595883585,-0.0039809505738529,-0.0176206644871779,0.7426008803183841,0.1819561820203225,0.6308491932001784,64.0
42,1379,4096.0,1.0,742.3776903981608,40.03596207553393,1.6783270899014304,4.629465241212174,5.816793831548464,1.7196650974117875,-0.0054108181385418,0.4248405484826244,0.0166050209042029,0.8500886165435689,-0.3298304190006949,2.0
43,1380,4096.0,1.0,53.2700550652337,86.0735900024741,2.525779605237877,1.7210009519051446,2.414718294436628,2.1427552942268844,2.0197831476499736e-05,-0.4879741997557846,-0.8201398735674192,0.0688193455480012,-0.3548628296895579,4.0
44,1381,4096.0,1.0,206.88367733981545,36.33771428324679,2.188195527372929,3.87678142499267,5.185915859653882,1.8534086971274988,-0.0014780773786527,0.2324619985311135,0.2955381230449173,-0.6438941196341669,-0.4504869952157957,8.0
45,1382,4096.0,1.0,13.798748469857513,98.45534897035876,2.82253824188037,0.1990994628613691,5.774302352053334,2.776567267372306,-0.0061552538051004,-0.2452709290014957,0.8935195610803742,-0.55160276736859,0.215628454444147,2.0
46,1383,4096.0,1.0,132.8938051715865,86.18404259896357,2.020568302548034,4.046055095607865,4.274982056073113,1.4125250602556827,-0.0020439270875937,0.1006671546872201,-0.2237482544670263,-0.5059639434891661,0.6633971948860894,32.0
47,1384,4096.0,1.0,64.17054729282344,37.16093539804585,1.243380958681443,4.577254707148292,1.3592108816079442,0.8757791789864051,-0.0028358851482371,-0.5180207177249312,-0.5002627848370894,-0.6963258337036194,-0.1039719328150051,32.0
48,1385,4096.0,1.0,299.98226229704136,33.87551222452808,1.5259707927274788,0.5333948723954866,1.942441756554916,2.875306435379145,-0.0029678425069392,0.0714284028909085,0.5402294276707323,-0.2943799091757609,-0.3835939694337927,0.5
49,1386,4096.0,1.0,51.20158120960075,93.851733878043,1.5232342398494356,3.875305180382159,5.537167156745527,2.5261860707547203,0.0016757761928209,0.4031747329953861,0.3945527299225141,0.134122153758856,-0.5259027954415821,8.0
50,1387,4096.0,1.0,309.1673701883163,80.75594156448055,0.2235912958302351,1.220476464593459,0.6611948847071162,2.2646210414179206,0.0051004013179044,-0.7315971692809591,0.2360079355314036,0.1324716975103054,0.6836763734730452,8.0
51,1388,4096.0,1.0,99.83918491242412,39.201507055684054,0.5853789195965344,5.305436167089187,3.700024115870136,2.9072432650049125,-0.0008632897934802,0.5033463982107926,0.7291496429428947,0.1640887683921169,0.0011191744554547,64.0
52,1389,4096.0,1.0,265.785744856757,35.16539150133289,2.763714499985227,4.212647454067907,6.220436745394084,1.629535985248584,-0.0048302509714064,-0.2569480703580491,-0.6114885898456381,0.7068798030383618,-0.2562088263491769,8.0
53,1390,4096.0,1.0,407.62225091317225,93.1421089511892,2.235222852662504,6.158992288233987,0.9042885126350594,3.0483899132189936,-0.0088095572380453,-0.2556233034439813,-0.5900621160019243,-0.1566699221936582,-0.3807185341534596,32.0
54,1391,4096.0,1.0,472.01765170966615,69.27592845489401,1.3961308813203468,0.951749886984294,2.285262623393929,1.26002638593754,0.0012646759786306,-0.2664713470611699,0.2315173597056528,-0.2320401215849849,-0.7366088323135735,2.0
55,1392,4096.0,1.0,10.912704279456422,62.23551906963088,1.3519691572519112,0.7262874371638731,5.227948152296618,1.4214144247253082,-0.0004915260498233,-0.0712211203833639,0.4268480058984921,-0.2966547708505058,-0.6087026164187461,64.0
56,1393,4096.0,1.0,15.940191792001656,35.89962662301369,2.303513612434262,4.6622223423460065,0.4445596788783055,0.9587608188633991,-0.0069256532037643,0.3217478638331224,0.1543928754795011,0.1300420912740147,0.9696083055766808,0.5
57,1394,4096.0,1.0,96.923930565571,83.18341175898432,1.717370329616653,1.3543328398717234,4.822769733700313,3.0277724228008225,0.0032054421099455,-0.2788002932732005,0.5168933493996183,-0.7472855408202206,0.2433378705699883,2.0
58,1395,4096.0,1.0,153.19408645420205,73.66835574009933,0.6549020781535847,4.200704770390096,1.8084953117009708,1.3323306719004089,0.002773342371085,0.6297741801241215,-0.751627299308018,-0.0974312497510788,-0.4918244089314838,16.0
59,1396,4096.0,1.0,13.45425606948892,23.609871305104537,1.3577596003428656,5.770493480206544,2.814678175774289,2.420256198451616,-0.007616436796449,0.0955072393216892,-0.2306909819500014,0.4691806437112144,0.2513393785900507,0.5
60,1397,4096.0,1.0,33.018862329023115,40.21956197787037,1.7472605006779165,3.676885840031301,3.4084686586938964,0.8345794907060742,0.0023060476149187,-0.5000987714507228,0.0698169643536079,0.5480621796186431,0.140094891633652,0.5
61,1398,4096.0,1.0,18.487709771090778,97.12269992144851,0.5189865861306302,0.5252554103842569,0.8728315082159201,0.9488389533616032,0.0023765711587896,0.1044306434460625,-0.6304057142530907,-0.5968741532479016,0.2635843401658495,64.0
62,1399,4096.0,1.0,235.73316875667336,93.69026634770536,1.6881984417677942,0.0775344373811055,1.3839799059114946,1.3442585114201366,-0.0070045614093647,0.42611884373799,-0.0200752181836124,-0.2382616281827651,-0.2047163586935725,64.0
63,1400,4096.0,1.0,23.88482413035015,72.35523724144589,1.2852970351479769,6.268234275907865,0.0427218747777802,0.0601348251828535,-0.0054661410070408,-0.1753690354132996,-0.3601085491638188,0.2283983529838043,0.4497077897520629,8.0
64,1401,4096.0,1.0,136.5044455082736,40.93802831982197,2.10068769955097,1.9310187467443227,1.355582484115017,0.8679691236832793,0.0042728177690499,-0.4922365351537581,0.5870266637701254,-0.2600704021387527,0.3776044566655976,16.0
65,1402,4096.0,1.0,17.468875323674258,90.40261118363802,1.4796663124628358,2.705760305987929,4.911454923910144,2.098559600430999,0.0090327908868899,-0.0497440123842208,0.0919226367017345,-0.3489766726410583,0.4566602306035205,2.0
66,1403,4096.0,1.0,211.7645497262633,67.83284115308388,1.349463971935077,0.8953792657335499,1.413891471228262,1.7025496544968022,0.0009811560982107,0.3000141841273469,0.177031456232926,-0.7036909206021911,0.2945375957983564,1.0
67,1404,4096.0,1.0,21.25407530717559,55.02031566959273,0.9571413967029088,3.2985481105463745,0.5802964379376706,2.39169160031708,0.0075567647245872,-0.2315522350490425,-0.666826284702402,-0.1070115992040657,-0.2014165505778458,16.0
68,1405,4096.0,1.0,343.36302821855503,81.32272578676103,1.2477829198473351,1.5080661574972318,6.239851795505026,2.134342348810906,0.0062886419137166,0.2327730489673548,-0.2009886574581458,0.7783611433284191,-0.5893414645310723,64.0
69,1406,4096.0,1.0,531.8207642799521,32.19768933211482,0.4433267147770156,3.785233214052983,1.2622695588097037,2.33767839325531,0.0051084998346106,0.3499474183406669,-0.9057202540369808,-0.2686471023745815,-0.4527499851889697,1.0
70,1407,4096.0,1.0,460.5652016724624,8.556159392464057,1.7308639962441217,6.088374241152391,5.545890080335398,1.8817126051612616,-0.00853374138386,0.0255321779888014,0.2378720529549692,0.4407459376300157,-0.0318079959026808,1.0
71,1408,4096.0,1.0,14.512513046779508,62.57872536418538,1.2955126429570754,5.443094940927814,2.502334300389826,2.9241058736607157,-0.0071958075377741,0.1840890684890074,-0.4546942069714864,0.5147242180272777,-0.1751519269837271,2.0
72,1409,4096.0,1.0,264.2949065776031,90.5076248726409,1.697601881836064,5.0899557213550946,0.9320580331269698,1.7575525584210858,-0.0082371799376189,-0.4253943717920931,0.304320334713493,-0.7970122688356509,0.3416850844661653,32.0
73,1410,4096.0,1.0,90.79909967244788,66.34037995507595,0.8224682313530836,5.423050606530619,4.913862307241904,1.630569104413241,-0.003283403478405,-0.7534941118129832,-0.1083964515665573,-0.0835144035982278,-0.1158653366896049,32.0
74,1411,4096.0,1.0,113.56553595952734,86.18974197308393,2.1402945702310063,2.7070994140907754,5.991287370380199,0.7327248799548656,0.0048081855607093,0.47704147353485,0.2344179502290591,-0.0999335982615545,-0.3389808959871908,32.0
75,1412,4096.0,1.0,884.5442921338815,19.90142389993095,0.977568421743828,3.178744568934814,0.2931227522904053,1.2719855340560655,0.0081638370755262,-0.4200518875634698,-0.4960689343646189,-0.1515716870068861,-0.2281078458304524,2.0
76,1413,4096.0,1.0,338.39321241531576,28.997729097379853,2.7422023739971144,5.022758805045056,4.027295937692949,1.7121938811422992,-0.0071079523675948,-0.1217899993346471,0.6952199642401169,-0.7763327204224766,0.2252037916561927,64.0
77,1414,4096.0,1.0,237.0244335101589,15.37297763333038,2.199677711987631,1.3265035098763405,5.067126495357088,0.4098412882519986,0.0002871737458357,-0.7112682909967447,0.533411151083263,-0.562523765403004,-0.0624560250516817,4.0
78,1415,4096.0,1.0,131.62244027864747,29.730872797397804,1.210087257811994,2.364905243186146,1.740631886586344,1.2857277707871375,0.0099008421667096,-0.335060029907764,0.2879352677620052,-0.4372593796593846,0.6412192405716668,8.0
79,1416,4096.0,1.0,920.6004878013024,31.98567253382967,1.7022327159084292,1.8265821037290944,2.5401807053513084,3.0631474771407965,0.0064605188362689,-0.1994147772115616,-0.5804559714916306,-0.2645447910778788,-0.7181550996397303,16.0
80,1417,4096.0,1.0,617.0204054001983,24.815907988622833,0.7321569954300494,2.0495833745067458,1.9320674080304083,1.9208004206084304,0.0088462973758701,-0.580387276439851,-0.1191601085873924,-0.7826474513343455,0.4340272484577321,0.5
81,1418,4096.0,1.0,65.86786524591734,96.35781371360716,1.7634267048159251,2.614657167849826,0.0445556902824511,0.385113596454721,0.0077632022680237,0.2094887513420233,0.1190867602308378,0.2664405099608666,-0.4720868456929644,64.0
82,1419,4096.0,1.0,213.5824642117257,91.90932994026896,2.308814870956449,2.493686813674116,5.618226538550013,1.548737824116558,0.0034929809664831,0.5469413009312257,-0.4307634680188028,-0.1388214399487674,-0.0742960025237662,0.5
83,1420,4096.0,1.0,600.975329968591,38.099887058471104,0.6346356841128038,0.5408996807272548,2.894047254052254,0.7843893410199152,0.0018500049920378,-0.5181674424898326,0.2547606352110992,0.6414028052529113,0.2278365638589053,8.0
84,1421,4096.0,1.0,220.29705550072663,85.11649714226064,2.747663921067387,4.886614768402057,1.3830663159523569,1.5988314276102558,-0.0067968814719358,-0.5284373730767141,0.4438080084988448,-0.7148890856932114,-0.3845539956892759,2.0
85,1422,4096.0,1.0,227.322316155005,11.661852148349874,1.1379932852034154,4.867248370080166,3.731881331995343,2.1634281982253034,-0.0040208108825948,-0.2834802339387068,0.710837331947542,-0.1046147386060859,0.5895989137807075,16.0
86,1423,4096.0,1.0,21.437157698212907,14.59756982459285,1.5730837167737892,2.5554267572514697,2.631499407763576,0.8767871773989605,0.0088551736591846,0.0186254997165424,-0.2007468209544831,-0.3752203258386216,-0.4916248236226872,8.0
87,1424,4096.0,1.0,707.3235901790318,92.48565246445506,0.8801948568516249,1.7780771643007347,4.435696432778482,2.663170973628568,0.0082094138118377,-0.3495708042595564,0.2997445481954746,-0.1647534005334897,0.9611973596534192,8.0
88,1425,4096.0,1.0,55.68639958299764,99.40537331507969,1.217031684282562,5.456199675512269,3.034519112215263,1.729526572743826,-0.006657915794937,0.5089563403966237,-0.122235430512155,0.3646882278457096,0.3178399881077953,2.0
89,1426,4096.0,1.0,33.62338172067542,98.35165236985748,2.5001479171112613,0.644896439587129,1.659329675176078,1.3266401174761535,-0.0050133439049698,0.6499267207621885,0.6871389101390565,-0.0523161058209471,0.4661001029805861,1.0
90,1427,4096.0,1.0,26.33706969874365,45.444145179814434,0.9829841447660724,1.3881158927248416,1.8617838030365617,1.9265361731816224,0.0060284016511773,-0.1057440370042939,-0.1732511293361746,-0.9708018209937396,-0.163006501792686,8.0
91,1428,4096.0,1.0,45.014991368077126,94.86622588887532,2.3960375996928,2.6403428455748448,0.5387069710518333,1.7942840013348316,0.0025761218631658,-0.3438816468806602,0.6270675600857663,0.1215554001723266,-0.1295725199674437,4.0
92,1429,4096.0,1.0,195.53805598703772,43.50264203025581,2.0578406155698823,3.31596033507326,0.1465969697428105,2.1213850952788693,0.0030611264937825,-0.427431283638369,0.2866555948733186,0.4581052782013127,-0.325589861714897,8.0
93,1430,4096.0,1.0,173.77789231739212,73.55172545263318,0.2078420065647228,1.472008968701337,3.7968834095831574,1.7202740943735768,0.0054877822056613,-0.5127861117272269,0.5918225025153181,0.4241048647095092,0.5624432367498611,0.5
94,1431,4096.0,1.0,282.9093941622605,27.777917678613957,2.2306993965721276,4.746852097157201,3.241789676808428,2.49304827522224,-0.0073796917981913,0.3650249173721203,0.0315448414281583,0.6558067492365427,0.7437116576146141,4.0
95,1432,4096.0,1.0,39.72146711540236,83.710254385091,2.623920889625357,0.0263121585480601,3.7661630391494394,1.405054659923646,-0.0073605474795275,-0.6561236464004843,-0.568416187819788,-0.083653054700208,-0.5510852306760787,1.0
96,1433,4096.0,1.0,84.53323228443979,89.09166849880913,0.5036349181973073,0.4181546959138788,4.4748656115823,1.6940546418518168,0.0020359745025107,0.6439628983231687,-0.1773192579203684,-0.4689014973673701,-0.3915205671218192,16.0
97,1434,4096.0,1.0,496.7510394858777,56.60702371138698,0.4268384494702784,6.202819876844082,0.9320223260784792,2.17553042810445,0.0011212084843462,0.7806448807966568,-0.0743619128378879,-0.2544386127599869,-0.3420843427184468,8.0
98,1435,4096.0,1.0,262.5270822368958,25.62670966659113,1.5205926698546937,3.715556985881318,3.839372731334858,2.3908023775477076,0.0030637411519681,-0.4547620539486509,-0.3594011266566509,0.0793476480111953,0.4344392653751897,32.0
99,1436,4096.0,1.0,24.5236365110037,55.60038822924195,0.3755999406461333,2.259428817709734,1.1911040622407312,1.3295116953422614,0.0074629125390682,-0.0488044287657586,0.7700662892097344,0.5999557295671918,0.4629831117419611,32.0
100,1437,4096.0,1.0,305.9259651961105,9.28816948317031,0.1640876391022006,6.130430757137693,1.6475298633976234,0.8283686772462517,0.003266727161069,0.1883926909772392,0.8455874520856619,0.5095630156234727,-0.1044690893119552,1.0
101,1438,4096.0,1.0,112.2460843411936,83.71272279989971,2.6377627129426204,2.447972183452771,1.3177269412070634,1.488234524023754,0.0002754074531221,-0.8380458711769532,-0.1821688002681102,0.0827829940977125,-0.1743874888293846,64.0
102,1439,4096.0,1.0,58.98042960196772,86.02095253218774,1.7838566963892817,5.829136251204152,4.563523540314155,1.9677914602928332,-0.0094616731006334,-0.0411888287942911,-0.2148259712223758,-0.2563196773816905,-0.5298576406783253,64.0
103,1440,4096.0,1.0,85.84474940670522,20.374823207133172,2.283309497996755,1.918642812173782,0.4775595279007716,1.232749856996555,0.0027379583982238,0.714667640887904,0.4531390202766159,0.2653712549234268,0.2169252283694927,32.0
104,1441,4096.0,1.0,95.0215852274529,23.5963499190791,1.8265682784746469,3.924314373695049,4.577887855120352,1.6278563167288491,-0.0001673013265088,0.2234061198481747,-0.3194927513672013,-0.6839812384268007,0.2279719778340527,2.0
105,1442,4096.0,1.0,103.41958376190286,54.379721293433214,1.818518518978416,1.1578230811095482,0.0643809394548563,2.3510588499321754,0.0010872751906001,0.0520755764875348,-0.6560951037890431,0.6337592650272801,-0.2711455572488417,1.0
106,1443,4096.0,1.0,195.11254367361568,6.0137909232328495,2.2618484841861113,1.7884621964605998,4.950715086095078,1.7078754320593406,0.0024030934506446,-0.8584717596074216,0.1148892400333296,-0.4129840256772901,-0.0610695810020422,0.5
107,1444,4096.0,1.0,10.039134962009312,16.092316092217906,0.8603595266666223,0.3919899391054751,1.1507183119912407,1.1866915488062115,-0.0002787136106304,0.5070616751722198,-0.1824155241847957,-0.6460072269366666,0.0071356495730378,1.0
108,1445,4096.0,1.0,16.731599231214922,99.50234909937724,0.865083107062011,6.280054801198805,2.5936121018492515,3.0152238534171567,-0.0023351928805424,-0.5916084365346612,-0.0511065863389482,0.4693345919510702,0.0847828745436847,16.0
109,1446,4096.0,1.0,12.00422431817164,40.63279988313526,2.0957004149289404,5.755116210882349,0.2180278826412189,1.3390053478308352,-0.0099209509593158,-0.2324248768364122,0.4252832045561013,-0.3469289445788754,0.5498750911238828,32.0
110,1447,4096.0,1.0,18.79486022672736,85.01112092327385,0.4562232894592078,3.997659712231981,0.907072363537638,1.6346545964210395,0.0042867311575411,-0.6583876823011654,-0.7373807525099463,-0.5126305639955652,0.0445464867097805,0.5
111,1448,4096.0,1.0,864.59420498579,34.85754923298255,1.28557784339612,5.719611413841389,3.5579319982099986,0.8506424037267218,-0.007197227980496,0.3136377385268127,0.1123044685396873,-0.1852684937299269,0.467975631735306,2.0
112,1449,4096.0,1.0,190.22361045414385,40.962256618675184,0.6887374678379165,5.477596162311124,1.1555236469306638,0.4083801697095026,-0.0020617641742055,-0.2498279675583566,0.7716386039605321,0.0026918367752898,0.0263134728533638,2.0
113,1450,4096.0,1.0,189.08423574534356,69.60529798974018,1.3120178167294296,2.2378333259670766,1.0431446773991844,1.712541105341514,0.0095477743814241,0.1332548569644953,0.4377951565207483,0.48002580687172,0.6574534913233431,4.0
114,1451,4096.0,1.0,32.273516147516226,17.224753362270686,2.104717047415562,4.471081880945545,2.600549085709111,1.5409040821855045,-0.0055366430752463,0.0154144845903924,-0.1354542858076952,0.7352667929387737,-0.6415766462322949,64.0
115,1452,4096.0,1.0,237.2535769648175,13.228066289849677,1.0568613544143093,4.9971901863697425,1.845867829982428,1.050585029228194,-0.0040788669571871,-0.3451628386980711,-0.6974647549876476,-0.2351956685940806,-0.4411326376801286,0.5
116,1453,4096.0,1.0,278.7920118050415,63.10104626826307,1.8534999946441857,2.8827303877007817,4.988112798548779,1.6814751201659908,0.006544845001363,0.1495559967332764,-0.2551290152654379,-0.4123287788048462,0.2805974251137796,8.0
117,1454,4096.0,1.0,10.972251496077105,68.07963554848425,0.7047386112311569,2.340778592102334,1.6986686582862296,1.1922848256568943,0.0092141052085351,-0.4551638739748401,0.4718119934406356,-0.1404195499610828,0.7865618972318509,64.0
118,1455,4096.0,1.0,285.7241134920708,92.48825321675544,0.4179174570464045,3.0741824146431505,1.320412955876656,1.6782376675871495,0.0071657718051365,0.8497370313225139,0.2223469754188124,0.517930352491333,-0.3181861332565054,16.0
119,1456,4096.0,1.0,28.4513649453078,55.695398878891666,1.080037500964984,5.885448248281711,1.0244794800101733,1.3589254573720817,-0.005391040999614,0.2719224027328806,0.3757787234852078,-0.4050472990227448,-0.0509640090307616,2.0
120,1457,4096.0,1.0,579.4413226919269,86.87258911973994,1.2482656874335698,3.329900775178306,1.1676407430412503,0.5163123888806829,0.0069571353423831,0.304090954387105,-0.4819584827210312,0.0547297669416558,0.0944399485012743,4.0
