idx,seed,fs,T,f,snr,theta,phi,psi,iota,tau,FH_plus,FH_cross,FL_plus,FL_cross
11,1348,4096.0,1.0,125.87460985128054,95.49697887995205,2.358478882254836,2.338888292484247,5.601524914054418,1.7010055170852887,0.002971577565800423,0.42910852764431123,-0.6336825470393096,-0.04140502803667237,-0.08183028919281732
12,1349,4096.0,1.0,87.45007512623745,39.57322425057851,1.0661955481443983,5.956466443330938,5.671130036991014,1.9272943525925044,-0.005109817308657239,-0.37886165136955585,-0.27914474625734526,0.4193679844198786,0.0038482192557465905
13,1350,4096.0,1.0,42.793953446970065,85.17674791925683,1.5802579687825937,0.24532443311293564,0.22097495909913492,0.9317585540336654,-0.0054505818732401515,-0.2713579157578625,-0.4205988009005448,0.16087493354006696,0.32444397185686724
14,1351,4096.0,1.0,152.71180611034853,22.920791768529085,1.3645474134402782,4.496739207346153,3.6506025297275366,1.442703851956016,-0.0029011540339227556,-0.4316929039933485,0.4623049464901596,0.0036961938181870324,0.7577908430871982
15,1352,4096.0,1.0,375.0494496680005,58.827619229445375,1.8492215124604177,6.161296092331411,6.008644480945308,1.7086200810629892,-0.00855368156359714,-0.24736014433855194,0.26865868550089356,0.1821999023157526,0.31400853475344565
16,1353,4096.0,1.0,26.152001404175568,16.871291593161896,1.4946036082710659,1.4180242381188906,0.4270820912710522,1.4262757053316717,0.004755019607448426,0.4109569106284491,-0.10523370528690373,0.8445016588571476,0.28943582659638145
17,1354,4096.0,1.0,437.15491569755113,35.1919896429067,1.5318340263989385,4.872381698059306,2.192365826480771,1.746298378507254,-0.006396989029593306,0.25227857429279765,-0.5128536789822118,0.29915316856879526,-0.7801365695115535
18,1355,4096.0,1.0,19.218107667061453,96.05892755431348,1.4726833613612587,1.4233237484186927,5.0339220742454645,1.6105476245442762,0.004887499027816547,-0.37074391637658427,0.17270346110590998,-0.8954063819789004,-0.10720533060139062
19,1356,4096.0,1.0,870.0681366931174,92.54964882567029,0.7462784659063926,2.6377804135534313,2.1140099893548627,2.186820428279825,0.009326019907452016,-0.5681083899642594,0.36213958989134826,-0.3741622812236618,0.5566603661323436
20,1357,4096.0,1.0,581.0731374928145,83.93570756987731,1.0543758873798443,0.7805425176964293,2.2378105194824465,1.8875487809606586,0.001356319215409341,0.016706112015578194,0.33260988711421513,-0.012405427803598726,-0.794155429814779
21,1358,4096.0,1.0,13.231615308086699,92.27446940713793,1.9743346305420078,0.4857449227733244,6.208056126949572,1.1299258751467312,-0.0050848124890325325,-0.6612915308650903,-0.27891879527807195,0.10266573550269059,-0.1681264439539016
22,1359,4096.0,1.0,18.33818519770259,81.85639565712128,1.0307307560321293,3.5417191203012877,5.317672352669583,0.9717741552291467,0.006007960444439375,0.5008008655091123,0.5636055001970652,0.1738632786827003,-0.029604403956749764
23,1360,4096.0,1.0,201.1494428024226,88.11368792805384,0.4038727229311045,4.268079689460639,0.9148950007196969,0.81510186007357,0.0034302389716826705,-0.9283482723506429,-0.3645656499793495,-0.40895310525455614,0.28100411423163546
24,1361,4096.0,1.0,61.636947474776036,82.89548773511912,1.4817001724404517,2.9587339580212824,3.6868227680661327,2.12389254998167,0.00823099532515874,-0.11243611049340581,-0.17904813249039508,0.44197765018548096,-0.09914129222533376
25,1362,4096.0,1.0,12.40087676787612,50.3339047465855,1.8893664034952962,0.46424673463135324,3.135640597791616,1.9801592866962983,-0.004992779586174915,-0.5780328815144142,-0.34899678542961954,0.17837290708833198,-0.09041855624998163
26,1363,4096.0,1.0,48.8249986095601,39.44044580317149,1.5087151802820493,0.890553434942439,2.5101198354342906,2.5949267624477512,0.000214789208564285,-0.442461874672894,0.11422817387633799,0.07855767683845688,-0.6875482709868848
27,1364,4096.0,1.0,33.114931393011936,95.87840515217778,2.2752880718544835,3.7982471501500603,2.111514505292563,1.7228128145967738,-0.001349383867792383,0.2242590504380635,0.3793843416570228,-0.6271559062644861,-0.42027236994525297
28,1365,4096.0,1.0,311.54764844603625,32.08366267352414,0.8732803096591993,3.3038659641834305,2.3947372611459,2.2587151583459004,0.007527833066160046,-0.14400507518567407,0.7376934826611333,0.04291655763825941,0.2939162395981188
29,1366,4096.0,1.0,805.4278265472431,79.254598280149,2.316307527998968,2.682507904246391,2.2706415518622673,1.7547535918242114,0.0032764064721468996,0.5079412145933095,-0.42080328164519887,-0.2332115339556296,0.04503187040045298
30,1367,4096.0,1.0,16.32709398949834,73.80603049035653,1.0346812355066581,5.697501072404833,5.5930148183998,0.873895813449711,-0.005276867161053575,-0.25362998156366373,-0.47712120232354166,0.32955153220928496,-0.07843696998457461
31,1368,4096.0,1.0,82.96260480646853,10.846876183635597,1.5901504711225822,1.3049563187372903,2.3189180848233746,1.4580913382328364,0.003429224322987625,-0.47326075835763437,-0.06861032281892368,-0.4418503251467599,-0.7058794483599806
32,1369,4096.0,1.0,679.7758772313612,37.69971631051104,0.37614864727717123,3.0951667778506957,5.312183700514482,1.119960507326305,0.0069183793949102535,-0.31560207705824506,0.8317916236295597,0.2899114233515732,0.5407091559227559
33,1370,4096.0,1.0,99.39666910395026,54.870862999150475,0.8613084336671767,3.756440650663581,2.2567325113663346,2.292784138122657,0.0048792841203137375,0.6536892912973673,0.5825147859981015,0.3626035075081797,-0.09356522163218142
34,1371,4096.0,1.0,832.0229127153196,28.33309681773547,1.0742458841484976,1.8966716250339009,0.6117045925792485,1.1814639369483477,0.00876297418807505,0.36331890347152895,0.3123409411242621,0.9234134354713357,0.27592908003939987
35,1372,4096.0,1.0,640.0474908712893,45.88108664042207,0.7824250397175153,5.70251663826692,4.681128105848835,1.6122530396619188,-0.0029919005492006177,-0.4508683336811786,0.548874094841568,0.004404771342650646,-0.14945498390822984
36,1373,4096.0,1.0,233.22548723699168,31.272624127787942,0.7577450992978563,5.138060525973689,3.6925747193130745,0.7582550374968223,-0.002110901693219555,0.21379443775296308,0.8386942111667915,0.11504189213807894,0.22383731349315766
37,1374,4096.0,1.0,417.69265014262226,32.118339177324295,2.6077530844547376,4.162566187019368,1.137917417955078,1.816047728652039,-0.0045049562478025485,0.5236392631028776,0.15027162518742276,-0.3842728399856318,0.7086678985669588
38,1375,4096.0,1.0,166.4464067192202,85.42478856762816,0.7565468284666523,3.701704984008967,5.494814570184375,2.8504421895913348,0.0053653515737284,0.45441535872562744,0.7782153552492295,0.4004841366174435,0.07139469611630561
39,1376,4096.0,1.0,15.698505737168459,19.333825723557617,1.2782525978700299,5.644148817455508,2.3657024232775603,0.9483305428607425,-0.007192177064521632,-0.1070090485050152,-0.3633506666409917,0.4483262560130061,-0.23077681862213412
40,1377,4096.0,1.0,81.68908425031474,31.037209303875365,1.4929289763467155,3.361057615476861,0.24453667954502312,2.1966079243378522,0.005928452671207761,-0.5017901548039124,-0.005046844097148291,0.29941910743949435,-0.07429275172791197
41,1378,4096.0,1.0,203.8018014949797,87.28091303161031,1.198906496866401,4.789667520627813,0.3539535080650459,1.7421085958835847,-0.0039809505738529535,-0.017620664487177924,0.7426008803183841,0.18195618202032257,0.6308491932001784
42,1379,4096.0,1.0,742.3776903981608,40.03596207553393,1.6783270899014304,4.629465241212174,5.816793831548464,1.7196650974117877,-0.00541081813854189,0.4248405484826244,0.016605020904202954,0.8500886165435689,-0.3298304190006949
43,1380,4096.0,1.0,53.2700550652337,86.0735900024741,2.525779605237877,1.7210009519051446,2.414718294436628,2.1427552942268844,2.0197831476499736e-05,-0.4879741997557846,-0.8201398735674192,0.0688193455480012,-0.35486282968955796
44,1381,4096.0,1.0,206.88367733981542,36.33771428324679,2.188195527372929,3.87678142499267,5.185915859653882,1.8534086971274988,-0.0014780773786527653,0.23246199853111352,0.29553812304491733,-0.6438941196341669,-0.45048699521579577
45,1382,4096.0,1.0,13.798748469857513,98.45534897035876,2.82253824188037,0.19909946286136915,5.774302352053334,2.776567267372306,-0.006155253805100496,-0.24527092900149572,0.8935195610803742,-0.55160276736859,0.215628454444147
46,1383,4096.0,1.0,132.8938051715865,86.18404259896357,2.020568302548034,4.046055095607865,4.274982056073113,1.4125250602556827,-0.002043927087593706,0.1006671546872201,-0.22374825446702637,-0.5059639434891661,0.6633971948860894
47,1384,4096.0,1.0,64.17054729282344,37.16093539804585,1.243380958681443,4.577254707148292,1.3592108816079442,0.8757791789864051,-0.0028358851482371532,-0.5180207177249312,-0.5002627848370894,-0.6963258337036194,-0.10397193281500519
48,1385,4096.0,1.0,299.98226229704136,33.87551222452808,1.5259707927274788,0.5333948723954866,1.9424417565549161,2.875306435379145,-0.002967842506939208,0.07142840289090854,0.5402294276707323,-0.29437990917576096,-0.3835939694337927
49,1386,4096.0,1.0,51.20158120960075,93.85173387804299,1.5232342398494356,3.875305180382159,5.537167156745527,2.5261860707547203,0.001675776192820952,0.4031747329953861,0.3945527299225141,0.13412215375885606,-0.5259027954415821
50,1387,4096.0,1.0,309.1673701883163,80.75594156448055,0.22359129583023515,1.220476464593459,0.6611948847071162,2.2646210414179206,0.0051004013179044546,-0.7315971692809591,0.23600793553140365,0.1324716975103054,0.6836763734730452
51,1388,4096.0,1.0,99.83918491242412,39.201507055684054,0.5853789195965344,5.305436167089187,3.7000241158701357,2.9072432650049125,-0.0008632897934802424,0.5033463982107926,0.7291496429428947,0.16408876839211695,0.0011191744554547578
52,1389,4096.0,1.0,265.785744856757,35.16539150133289,2.763714499985227,4.212647454067907,6.220436745394084,1.629535985248584,-0.004830250971406487,-0.2569480703580491,-0.6114885898456381,0.7068798030383618,-0.25620882634917697
53,1390,4096.0,1.0,407.62225091317225,93.14210895118919,2.235222852662504,6.158992288233987,0.9042885126350594,3.0483899132189936,-0.008809557238045303,-0.2556233034439813,-0.5900621160019243,-0.15666992219365822,-0.3807185341534596
54,1391,4096.0,1.0,472.01765170966615,69.27592845489401,1.3961308813203468,0.951749886984294,2.285262623393929,1.26002638593754,0.0012646759786306887,-0.2664713470611699,0.23151735970565285,-0.23204012158498494,-0.7366088323135735
55,1392,4096.0,1.0,10.912704279456422,62.23551906963088,1.3519691572519112,0.7262874371638731,5.227948152296618,1.4214144247253082,-0.000491526049823332,-0.07122112038336396,0.42684800589849214,-0.29665477085050584,-0.6087026164187461
56,1393,4096.0,1.0,15.940191792001656,35.89962662301369,2.303513612434262,4.6622223423460065,0.44455967887830555,0.9587608188633993,-0.006925653203764334,0.3217478638331224,0.15439287547950115,0.13004209127401478,0.9696083055766808
57,1394,4096.0,1.0,96.923930565571,83.18341175898432,1.717370329616653,1.3543328398717234,4.822769733700313,3.0277724228008225,0.0032054421099455164,-0.2788002932732005,0.5168933493996183,-0.7472855408202206,0.2433378705699883
58,1395,4096.0,1.0,153.19408645420205,73.66835574009933,0.6549020781535847,4.200704770390096,1.8084953117009708,1.3323306719004087,0.0027733423710850184,0.6297741801241215,-0.751627299308018,-0.09743124975107889,-0.4918244089314838
59,1396,4096.0,1.0,13.454256069488919,23.609871305104537,1.3577596003428656,5.770493480206544,2.814678175774289,2.4202561984516158,-0.007616436796449002,0.09550723932168928,-0.23069098195000148,0.46918064371121443,0.2513393785900507
60,1397,4096.0,1.0,33.018862329023115,40.21956197787037,1.7472605006779165,3.6768858400313005,3.4084686586938964,0.8345794907060742,0.002306047614918739,-0.5000987714507228,0.0698169643536079,0.5480621796186431,0.140094891633652
61,1398,4096.0,1.0,18.487709771090774,97.12269992144851,0.5189865861306302,0.5252554103842569,0.8728315082159201,0.9488389533616031,0.002376571158789603,0.10443064344606257,-0.6304057142530907,-0.5968741532479016,0.26358434016584953
62,1399,4096.0,1.0,235.73316875667336,93.69026634770535,1.6881984417677942,0.07753443738110553,1.3839799059114946,1.3442585114201366,-0.007004561409364708,0.42611884373799,-0.020075218183612492,-0.23826162818276517,-0.2047163586935725
63,1400,4096.0,1.0,23.88482413035015,72.35523724144589,1.2852970351479769,6.268234275907865,0.04272187477778022,0.06013482518285352,-0.005466141007040809,-0.17536903541329968,-0.3601085491638188,0.2283983529838043,0.44970778975206294
64,1401,4096.0,1.0,136.5044455082736,40.93802831982197,2.10068769955097,1.9310187467443227,1.355582484115017,0.8679691236832793,0.0042728177690499886,-0.49223653515375815,0.5870266637701254,-0.2600704021387527,0.37760445666559767
65,1402,4096.0,1.0,17.468875323674258,90.40261118363802,1.4796663124628358,2.705760305987929,4.911454923910144,2.0985596004309994,0.009032790886889977,-0.04974401238422088,0.0919226367017345,-0.3489766726410583,0.4566602306035205
66,1403,4096.0,1.0,211.7645497262633,67.83284115308388,1.349463971935077,0.8953792657335499,1.413891471228262,1.7025496544968022,0.0009811560982107095,0.30001418412734693,0.177031456232926,-0.7036909206021911,0.2945375957983564
67,1404,4096.0,1.0,21.25407530717559,55.02031566959273,0.9571413967029087,3.2985481105463745,0.5802964379376706,2.39169160031708,0.007556764724587248,-0.23155223504904254,-0.666826284702402,-0.10701159920406575,-0.20141655057784583
68,1405,4096.0,1.0,343.36302821855503,81.32272578676103,1.2477829198473351,1.5080661574972318,6.239851795505026,2.134342348810906,0.006288641913716629,0.2327730489673548,-0.20098865745814581,0.7783611433284191,-0.5893414645310723
69,1406,4096.0,1.0,531.8207642799521,32.19768933211482,0.4433267147770156,3.785233214052983,1.2622695588097035,2.33767839325531,0.005108499834610683,0.34994741834066695,-0.9057202540369809,-0.26864710237458156,-0.45274998518896975
70,1407,4096.0,1.0,460.56520167246236,8.556159392464057,1.7308639962441215,6.088374241152391,5.545890080335398,1.8817126051612618,-0.008533741383860054,0.025532177988801433,0.2378720529549692,0.44074593763001574,-0.03180799590268088
71,1408,4096.0,1.0,14.512513046779508,62.57872536418538,1.2955126429570754,5.443094940927814,2.5023343003898266,2.9241058736607157,-0.007195807537774104,0.1840890684890074,-0.4546942069714864,0.5147242180272777,-0.1751519269837271
72,1409,4096.0,1.0,264.2949065776031,90.5076248726409,1.6976018818360639,5.0899557213550946,0.9320580331269698,1.7575525584210858,-0.008237179937618931,-0.4253943717920931,0.304320334713493,-0.7970122688356509,0.34168508446616536
73,1410,4096.0,1.0,90.79909967244788,66.34037995507595,0.8224682313530836,5.423050606530619,4.913862307241904,1.630569104413241,-0.00328340347840507,-0.7534941118129832,-0.1083964515665573,-0.08351440359822782,-0.11586533668960493
74,1411,4096.0,1.0,113.56553595952734,86.18974197308393,2.1402945702310063,2.7070994140907754,5.991287370380199,0.7327248799548656,0.004808185560709366,0.47704147353485,0.23441795022905912,-0.09993359826155457,-0.3389808959871908
75,1412,4096.0,1.0,884.5442921338815,19.90142389993095,0.9775684217438281,3.178744568934814,0.29312275229040535,1.2719855340560655,0.008163837075526295,-0.42005188756346984,-0.4960689343646189,-0.15157168700688617,-0.22810784583045243
76,1413,4096.0,1.0,338.39321241531576,28.997729097379853,2.7422023739971144,5.022758805045056,4.027295937692949,1.7121938811422992,-0.007107952367594877,-0.12178999933464713,0.6952199642401169,-0.7763327204224766,0.2252037916561927
77,1414,4096.0,1.0,237.0244335101589,15.372977633330379,2.199677711987631,1.3265035098763405,5.067126495357088,0.4098412882519986,0.00028717374583573133,-0.7112682909967447,0.533411151083263,-0.562523765403004,-0.062456025051681796
78,1415,4096.0,1.0,131.62244027864747,29.730872797397804,1.210087257811994,2.364905243186146,1.740631886586344,1.2857277707871377,0.009900842166709669,-0.33506002990776407,0.28793526776200523,-0.43725937965938466,0.6412192405716668
79,1416,4096.0,1.0,920.6004878013024,31.98567253382967,1.7022327159084292,1.8265821037290944,2.5401807053513084,3.0631474771407965,0.006460518836268973,-0.1994147772115616,-0.5804559714916306,-0.26454479107787887,-0.7181550996397303
80,1417,4096.0,1.0,617.0204054001983,24.815907988622833,0.7321569954300494,2.0495833745067458,1.9320674080304083,1.9208004206084306,0.008846297375870163,-0.580387276439851,-0.1191601085873924,-0.7826474513343455,0.4340272484577321
81,1418,4096.0,1.0,65.86786524591734,96.35781371360716,1.7634267048159253,2.614657167849826,0.04455569028245114,0.385113596454721,0.007763202268023703,0.2094887513420233,0.11908676023083786,0.26644050996086666,-0.47208684569296444
82,1419,4096.0,1.0,213.5824642117257,91.90932994026896,2.308814870956449,2.493686813674116,5.618226538550013,1.5487378241165581,0.0034929809664831953,0.5469413009312257,-0.43076346801880283,-0.13882143994876744,-0.07429600252376625
83,1420,4096.0,1.0,600.975329968591,38.099887058471104,0.6346356841128038,0.5408996807272548,2.894047254052254,0.7843893410199152,0.001850004992037867,-0.5181674424898326,0.2547606352110992,0.6414028052529113,0.22783656385890533
84,1421,4096.0,1.0,220.29705550072666,85.11649714226064,2.7476639210673874,4.886614768402057,1.3830663159523569,1.5988314276102558,-0.006796881471935887,-0.5284373730767141,0.4438080084988448,-0.7148890856932114,-0.38455399568927595
85,1422,4096.0,1.0,227.322316155005,11.661852148349874,1.1379932852034154,4.867248370080166,3.731881331995343,2.1634281982253034,-0.004020810882594804,-0.2834802339387068,0.710837331947542,-0.10461473860608594,0.5895989137807075
86,1423,4096.0,1.0,21.437157698212907,14.59756982459285,1.5730837167737892,2.5554267572514697,2.631499407763576,0.8767871773989605,0.00885517365918462,0.018625499716542482,-0.20074682095448318,-0.37522032583862164,-0.4916248236226872
87,1424,4096.0,1.0,707.3235901790318,92.48565246445506,0.8801948568516249,1.7780771643007347,4.435696432778482,2.663170973628568,0.008209413811837728,-0.3495708042595564,0.29974454819547464,-0.16475340053348975,0.9611973596534191
88,1425,4096.0,1.0,55.68639958299764,99.40537331507969,1.2170316842825621,5.456199675512269,3.034519112215263,1.729526572743826,-0.006657915794937026,0.5089563403966237,-0.12223543051215509,0.36468822784570964,0.3178399881077953
89,1426,4096.0,1.0,33.62338172067542,98.35165236985748,2.5001479171112613,0.644896439587129,1.659329675176078,1.3266401174761537,-0.0050133439049698525,0.6499267207621885,0.6871389101390565,-0.05231610582094712,0.4661001029805861
90,1427,4096.0,1.0,26.33706969874365,45.444145179814434,0.9829841447660724,1.3881158927248416,1.8617838030365614,1.9265361731816224,0.006028401651177395,-0.10574403700429397,-0.17325112933617462,-0.9708018209937395,-0.163006501792686
91,1428,4096.0,1.0,45.014991368077126,94.86622588887532,2.3960375996928,2.6403428455748448,0.5387069710518333,1.7942840013348316,0.0025761218631658762,-0.34388164688066025,0.6270675600857663,0.12155540017232666,-0.12957251996744376
92,1429,4096.0,1.0,195.53805598703772,43.50264203025581,2.0578406155698823,3.31596033507326,0.14659696974281053,2.1213850952788693,0.003061126493782509,-0.427431283638369,0.2866555948733186,0.45810527820131275,-0.325589861714897
93,1430,4096.0,1.0,173.77789231739212,73.55172545263318,0.20784200656472282,1.4720089687013367,3.7968834095831574,1.7202740943735768,0.0054877822056613795,-0.5127861117272269,0.5918225025153181,0.42410486470950925,0.5624432367498611
94,1431,4096.0,1.0,282.9093941622605,27.777917678613957,2.2306993965721276,4.746852097157201,3.2417896768084282,2.49304827522224,-0.0073796917981913575,0.3650249173721203,0.03154484142815839,0.6558067492365427,0.7437116576146141
95,1432,4096.0,1.0,39.72146711540236,83.710254385091,2.623920889625357,0.026312158548060183,3.7661630391494394,1.405054659923646,-0.00736054747952759,-0.6561236464004843,-0.568416187819788,-0.08365305470020803,-0.5510852306760787
96,1433,4096.0,1.0,84.53323228443979,89.09166849880913,0.5036349181973073,0.4181546959138788,4.4748656115823,1.6940546418518168,0.0020359745025107846,0.6439628983231687,-0.1773192579203684,-0.4689014973673701,-0.39152056712181926
97,1434,4096.0,1.0,496.7510394858777,56.60702371138698,0.4268384494702784,6.202819876844082,0.9320223260784791,2.17553042810445,0.0011212084843462648,0.7806448807966568,-0.07436191283788796,-0.25443861275998697,-0.34208434271844684
98,1435,4096.0,1.0,262.5270822368958,25.62670966659113,1.5205926698546937,3.715556985881318,3.839372731334858,2.3908023775477076,0.0030637411519681187,-0.4547620539486509,-0.3594011266566509,0.07934764801119532,0.4344392653751897
99,1436,4096.0,1.0,24.5236365110037,55.60038822924195,0.37559994064613333,2.259428817709734,1.1911040622407312,1.3295116953422614,0.007462912539068245,-0.048804428765758634,0.7700662892097344,0.5999557295671918,0.46298311174196116
100,1437,4096.0,1.0,305.9259651961105,9.28816948317031,0.16408763910220064,6.130430757137693,1.6475298633976234,0.8283686772462517,0.0032667271610690098,0.1883926909772392,0.8455874520856619,0.5095630156234727,-0.10446908931195528
101,1438,4096.0,1.0,112.2460843411936,83.71272279989971,2.6377627129426204,2.447972183452771,1.3177269412070634,1.488234524023754,0.0002754074531221916,-0.8380458711769532,-0.1821688002681102,0.08278299409771259,-0.17438748882938465
102,1439,4096.0,1.0,58.98042960196772,86.02095253218774,1.7838566963892815,5.829136251204152,4.563523540314155,1.9677914602928332,-0.009461673100633484,-0.04118882879429117,-0.21482597122237584,-0.25631967738169054,-0.5298576406783253
103,1440,4096.0,1.0,85.84474940670522,20.374823207133172,2.283309497996755,1.918642812173782,0.47755952790077166,1.232749856996555,0.002737958398223873,0.714667640887904,0.4531390202766159,0.26537125492342684,0.2169252283694927
104,1441,4096.0,1.0,95.0215852274529,23.5963499190791,1.8265682784746469,3.924314373695049,4.577887855120352,1.6278563167288493,-0.00016730132650883583,0.22340611984817474,-0.31949275136720134,-0.6839812384268007,0.22797197783405276
105,1442,4096.0,1.0,103.41958376190286,54.379721293433214,1.818518518978416,1.1578230811095482,0.06438093945485633,2.3510588499321754,0.0010872751906001166,0.05207557648753483,-0.6560951037890431,0.6337592650272801,-0.27114555724884176
106,1443,4096.0,1.0,195.11254367361568,6.0137909232328495,2.2618484841861113,1.7884621964605998,4.950715086095078,1.7078754320593406,0.0024030934506446334,-0.8584717596074216,0.11488924003332968,-0.41298402567729015,-0.06106958100204223
107,1444,4096.0,1.0,10.039134962009312,16.092316092217906,0.8603595266666223,0.39198993910547514,1.1507183119912407,1.1866915488062117,-0.00027871361063044013,0.5070616751722198,-0.1824155241847957,-0.6460072269366666,0.0071356495730378056
108,1445,4096.0,1.0,16.731599231214922,99.50234909937723,0.865083107062011,6.280054801198805,2.5936121018492515,3.0152238534171567,-0.0023351928805424695,-0.5916084365346612,-0.05110658633894824,0.46933459195107025,0.0847828745436847
109,1446,4096.0,1.0,12.00422431817164,40.63279988313526,2.0957004149289404,5.755116210882349,0.21802788264121892,1.3390053478308352,-0.009920950959315845,-0.23242487683641228,0.42528320455610136,-0.34692894457887546,0.5498750911238828
110,1447,4096.0,1.0,18.79486022672736,85.01112092327385,0.4562232894592078,3.9976597122319806,0.907072363537638,1.6346545964210397,0.0042867311575411,-0.6583876823011654,-0.7373807525099463,-0.5126305639955652,0.04454648670978059
111,1448,4096.0,1.0,864.59420498579,34.85754923298255,1.28557784339612,5.719611413841389,3.5579319982099986,0.8506424037267218,-0.007197227980496024,0.31363773852681276,0.11230446853968737,-0.18526849372992696,0.467975631735306
112,1449,4096.0,1.0,190.22361045414385,40.962256618675184,0.6887374678379165,5.477596162311124,1.1555236469306638,0.40838016970950264,-0.002061764174205517,-0.24982796755835662,0.7716386039605321,0.0026918367752898076,0.026313472853363884
113,1450,4096.0,1.0,189.08423574534356,69.60529798974018,1.3120178167294296,2.2378333259670766,1.0431446773991844,1.712541105341514,0.009547774381424175,0.13325485696449535,0.4377951565207483,0.48002580687172003,0.6574534913233431
114,1451,4096.0,1.0,32.273516147516226,17.224753362270686,2.104717047415562,4.471081880945545,2.600549085709111,1.5409040821855045,-0.005536643075246373,0.015414484590392408,-0.13545428580769525,0.7352667929387737,-0.6415766462322949
115,1452,4096.0,1.0,237.2535769648175,13.228066289849677,1.0568613544143093,4.9971901863697425,1.8458678299824278,1.050585029228194,-0.004078866957187184,-0.3451628386980711,-0.6974647549876476,-0.23519566859408064,-0.44113263768012867
116,1453,4096.0,1.0,278.7920118050415,63.101046268263076,1.8534999946441855,2.8827303877007817,4.988112798548779,1.6814751201659908,0.006544845001363084,0.1495559967332764,-0.25512901526543796,-0.4123287788048462,0.28059742511377966
117,1454,4096.0,1.0,10.972251496077105,68.07963554848425,0.7047386112311569,2.340778592102334,1.6986686582862296,1.1922848256568943,0.009214105208535136,-0.45516387397484015,0.4718119934406356,-0.1404195499610828,0.7865618972318509
118,1455,4096.0,1.0,285.7241134920708,92.48825321675544,0.4179174570464045,3.0741824146431505,1.320412955876656,1.6782376675871495,0.00716577180513653,0.8497370313225139,0.22234697541881243,0.517930352491333,-0.31818613325650547
119,1456,4096.0,1.0,28.451364945307798,55.695398878891666,1.0800375009649839,5.885448248281711,1.0244794800101733,1.3589254573720817,-0.005391040999614015,0.2719224027328806,0.3757787234852078,-0.40504729902274483,-0.050964009030761634
120,1457,4096.0,1.0,579.4413226919269,86.87258911973994,1.2482656874335698,3.329900775178306,1.1676407430412503,0.5163123888806829,0.006957135342383142,0.304090954387105,-0.48195848272103126,0.05472976694165582,0.0944399485012743
121,1458,4096.0,1.0,173.60948180757484,64.91857957627725,0.5569458173610474,0.42658089776715186,3.826987137881165,0.5100228447051017,0.0017583892948785783,0.01401701220212287,-0.6411317199915214,-0.4843155362110598,0.39065767860169365
122,1459,4096.0,1.0,49.50276460707059,82.63484465991863,1.5757181626179924,0.03557748553541972,4.341083356516442,1.9896342638798505,-0.006782905413891012,0.36597744573006463,-0.0893095481188371,-0.37932224866125897,-0.11586002396428284
123,1460,4096.0,1.0,48.24051880059503,36.279205096499226,1.5249009751028018,1.642079665065656,3.5154546197698293,1.797489380880742,0.006228476369775268,0.5108544264159642,-0.046367293521923786,0.8826052117042833,0.08163622428527877
