event,n_star,deltaF_rms_at_n_star,deltatau_rms_at_n_star,score_alpha_beta
sample_000038.npz,16.0,0.8245401511915301,0.0015295491077237616,0.8260697002992539
sample_000039.npz,16.0,0.6184381465282421,0.015673561179247352,0.6341117077074895
sample_000040.npz,1.0,0.7986875077858075,0.0024628707207939586,0.8011503785066015
sample_000041.npz,64.0,0.46198325461857476,0.0010847865492085067,0.4630680411677833
sample_000042.npz,2.0,0.4616799202305188,0.0027655985091515735,0.4644455187396704
sample_000043.npz,4.0,0.7819158520285104,0.0031622006812847443,0.7850780527097951
sample_000044.npz,8.0,1.019654309177485,0.006328339181325037,1.0259826483588101
sample_000045.npz,2.0,0.5681746922469382,0.013732579251272055,0.5819072714982102
sample_000046.npz,32.0,0.8152773171275729,0.0016320002427450398,0.8169093173703179
sample_000047.npz,32.0,0.3079645634794691,0.007647349689288863,0.315611913168758
sample_000048.npz,0.5,1.1026984969751246,0.0033719169983191695,1.1060704139734436
sample_000049.npz,8.0,1.2637681109891827,0.003962947992911995,1.2677310589820947
sample_000050.npz,8.0,0.8418004341795625,0.0003135353874216505,0.8421139695669841
sample_000051.npz,64.0,0.6648966604765174,0.010524897657557259,0.6754215581340747
sample_000052.npz,8.0,0.7750802971296467,0.006965473964714931,0.7820457710943616
sample_000053.npz,32.0,0.37112563841826285,0.013362239355578858,0.3844878777738417
sample_000054.npz,2.0,1.0397243853236595,0.008302433183436592,1.048026818507096
sample_000055.npz,64.0,1.006990749406502,0.006547176504598974,1.013537925911101
sample_000056.npz,0.5,0.9446869946494678,0.00023808606240538748,0.9449250807118732
sample_000057.npz,2.0,0.4687975078019601,2.2410412283697684e-05,0.4688199182142438
sample_000058.npz,16.0,0.6784761688358962,0.010804569906156242,0.6892807387420524
sample_000059.npz,0.5,0.7615961811252014,0.016256622376553335,0.7778528035017548
sample_000060.npz,0.5,1.0245805440802314,0.007527822398753775,1.0321083664789852
sample_000061.npz,64.0,1.144449277771287,0.010593899903960365,1.1550431776752472
sample_000062.npz,64.0,0.8499203457822395,0.005525614524715631,0.8554459603069552
sample_000063.npz,8.0,0.9571212504271387,0.014885722224468243,0.972006972651607
sample_000064.npz,16.0,0.26067695533893825,0.004423084284740992,0.26510003962367923
sample_000065.npz,2.0,0.5978141157101848,0.0021527986610313243,0.5999669143712162
sample_000066.npz,1.0,1.0139190320112457,0.005276788924003618,1.0191958209352492
sample_000067.npz,16.0,0.833666840779063,0.010571037820257145,0.8442378785993201
sample_000068.npz,64.0,0.5212973544838856,0.0002799438842625143,0.5215772983681481
sample_000069.npz,1.0,0.944828554861535,0.004718261372070029,0.949546816233605
sample_000070.npz,1.0,0.7918619550617639,0.015245358209681176,0.8071073132714451
sample_000071.npz,2.0,1.068934870725032,1.8335194223000062e-06,1.0689367042444542
sample_000072.npz,32.0,0.7058262673414453,0.005619270787088191,0.7114455381285335
sample_000073.npz,32.0,0.6463514577658241,0.004680538530790276,0.6510319962966145
sample_000074.npz,32.0,0.7692699371663035,0.010986687865363685,0.7802566250316673
sample_000075.npz,2.0,0.3042867330359584,0.0067898934482928065,0.31107662648425116
sample_000076.npz,64.0,0.9904913990979585,0.012036144878326714,1.002527543976285
sample_000077.npz,4.0,0.527303731357159,0.00872618897655501,0.536029920333714
sample_000078.npz,8.0,0.6033629386185904,0.0009797243121277398,0.6043426629307181
sample_000079.npz,16.0,0.6831213296629116,0.005444924666417689,0.6885662543293293
sample_000080.npz,0.5,0.42785125670069113,0.013351012454444543,0.44120226915513566
sample_000081.npz,64.0,0.5661066074288869,0.008350238721746903,0.5744568461506337
sample_000082.npz,0.5,0.8136585004771031,0.003257306964412705,0.8169158074415158
sample_000083.npz,8.0,1.33574010085483,0.006744465762896957,1.342484566617727
sample_000084.npz,2.0,0.7337109114842226,0.003123493008943473,0.7368344044931661
sample_000085.npz,16.0,0.49110090515713106,0.004487688751101886,0.49558859390823295
sample_000086.npz,8.0,0.631834983923309,0.004436313845086861,0.6362712977683959
sample_000087.npz,8.0,0.6281637446171422,0.0021292264507090826,0.6302929710678513
sample_000088.npz,2.0,0.4572279175240155,0.005295921668569622,0.4625238391925851
sample_000089.npz,1.0,0.7659742418348027,0.002210991024993359,0.768185232859796
sample_000090.npz,8.0,0.6699040530239566,0.005919970123084368,0.6758240231470409
sample_000091.npz,4.0,0.8034203502351597,0.010117376938359077,0.8135377271735188
sample_000092.npz,8.0,1.0225633698070387,4.1014646064476464e-05,1.0226043844531032
sample_000093.npz,0.5,1.0729781920562704,0.01205730354160032,1.0850354955978707
sample_000094.npz,4.0,0.577380914864483,0.011523433194439416,0.5889043480589223
sample_000095.npz,1.0,0.4526390597962836,0.009887178629817273,0.46252623842610086
sample_000096.npz,16.0,0.8671256270985698,0.005434389267254833,0.8725600163658246
sample_000097.npz,8.0,0.8681579313902755,0.00662865295756237,0.8747865843478378
sample_000098.npz,32.0,1.0457369882731704,0.006583840181709965,1.0523208284548804
sample_000099.npz,32.0,0.7741178803080332,0.00958362030505721,0.7837015006130904
sample_000100.npz,1.0,0.7536963092178376,0.005744847223494903,0.7594411564413325
sample_000101.npz,64.0,0.7753389592649514,0.008615764828825187,0.7839547240937766
sample_000102.npz,64.0,0.7922421264949151,0.009367402015852061,0.8016095285107672
sample_000103.npz,32.0,0.3893350094138797,0.0004907601929648188,0.38982576960684456
sample_000104.npz,2.0,0.9853391413125548,0.007045949801448721,0.9923850911140035
sample_000105.npz,1.0,0.7552910771390646,0.0004308166949590728,0.7557218938340237
sample_000106.npz,0.5,0.42035372256303394,0.008864190014976066,0.42921791257801
sample_000107.npz,1.0,1.005768020907405,0.0022116182457132946,1.0079796391531182
sample_000108.npz,16.0,0.9696403306931679,0.00020154358871535705,0.9698418742818833
sample_000109.npz,32.0,0.16446888870453621,0.01543632902170309,0.1799052177262393
sample_000110.npz,0.5,0.7290438934120322,0.00119172859270965,0.7302356220047419
sample_000111.npz,2.0,0.9452015678973887,0.014048014316742933,0.9592495822141317
sample_000112.npz,2.0,0.6546117776035959,0.008085407325451058,0.662697184929047
sample_000113.npz,4.0,0.7477265215519331,0.00038292314200575293,0.7481094446939388
sample_000114.npz,64.0,0.7607522951861172,0.012782731673538349,0.7735350268596556
sample_000115.npz,0.5,0.6666716157522418,0.004623031486556347,0.6712946472387981
sample_000116.npz,8.0,0.7798787772055382,0.0007458863949540749,0.7806246636004923
sample_000117.npz,64.0,0.9428792158086209,0.01645774183604435,0.9593369576446652
sample_000118.npz,16.0,0.45142804207623005,0.00700488092938996,0.45843292300562
sample_000119.npz,2.0,0.8894251680256658,0.008182241384106833,0.8976074094097727
sample_000120.npz,4.0,0.8443896033387236,0.0064136678025614145,0.850803271141285
sample_000121.npz,32.0,1.0650061277969964,0.002060388362802942,1.0670665161597994
sample_000122.npz,16.0,0.9632389949613515,0.0041208733350612675,0.9673598682964127
sample_000123.npz,4.0,0.7848203375927479,0.0035373770027379626,0.7883577145954859
sample_000124.npz,8.0,0.7783028554455411,0.00108819517911012,0.7793910506246512
sample_000125.npz,8.0,0.6922961584402353,0.007141387501922649,0.6994375459421579
sample_000126.npz,1.0,1.3830960699358423,0.004776858189584817,1.3878729281254272
sample_000127.npz,2.0,0.8336688095971088,0.0021057459751603735,0.8357745555722691
sample_000128.npz,0.5,0.3200293573510429,0.012611509290448722,0.3326408666414916
sample_000129.npz,32.0,0.4673356429547839,0.003257653546916938,0.47059329650170084
sample_000130.npz,0.5,0.8988742106583151,0.012690584349268442,0.9115647950075835
sample_000131.npz,8.0,0.9321321006539158,0.0165210188361194,0.9486531194900353
sample_000132.npz,32.0,1.1532844360533006,0.01040769818117976,1.1636921342344804
sample_000133.npz,32.0,0.4960663580023725,0.005854720502878009,0.5019210785052505
sample_000134.npz,2.0,0.7690967278998996,0.0096144875090413,0.7787112154089408
sample_000135.npz,16.0,0.4658539305250695,0.0002858720117317566,0.46613980253680126
sample_000136.npz,32.0,0.9844265478478729,0.011722919579605577,0.9961494674274785
sample_000137.npz,4.0,0.7642230816433631,0.005266910350127883,0.7694899919934909
sample_000138.npz,2.0,0.4145139957655394,0.0037569551006448017,0.41827095086618415
sample_000139.npz,1.0,0.48472579412120986,0.01097964499925257,0.49570543912046244
sample_000140.npz,2.0,0.5841215030457474,0.00404278443569604,0.5881642874814434
sample_000141.npz,4.0,0.9980606416446831,0.006916030886805246,1.0049766725314884
sample_000142.npz,32.0,1.1098425547477597,0.0038755269687757088,1.1137180817165355
sample_000143.npz,8.0,0.6760398532457456,0.004698097229567617,0.6807379504753132
sample_000144.npz,32.0,1.157349894461321,0.004387181060746936,1.161737075522068
sample_000145.npz,2.0,0.8056542953089079,0.013206847756660527,0.8188611430655683
sample_000146.npz,2.0,0.833630377298332,0.0026268781664688552,0.8362572554648009
sample_000147.npz,32.0,0.8868274331433871,0.009267512382490694,0.8960949455258778
sample_000148.npz,1.0,0.701221777448706,0.003709027912841084,0.7049308053615471
sample_000149.npz,4.0,1.0742892492061473,0.0029995172453820863,1.0772887664515294
sample_000150.npz,2.0,0.6430696843090927,0.0013889649564859056,0.6444586492655786
sample_000151.npz,2.0,0.6962449001798842,0.0072173937216950534,0.7034622939015792
sample_000152.npz,1.0,0.4910889024320472,0.0030021876591465406,0.4940910900911938
sample_000153.npz,0.5,0.846087659016923,0.003976149885196119,0.8500638089021191
sample_000154.npz,64.0,0.8346556342243019,5.490825429670869e-05,0.8347105424785985
sample_000155.npz,64.0,0.9974852067161012,0.004999705613708352,1.0024849123298096
sample_000156.npz,16.0,1.0601438345174097,0.0044583205884092935,1.064602155105819
sample_000157.npz,2.0,0.6361777065447544,0.002023858708421594,0.638201565253176
sample_000158.npz,64.0,0.5062253210319316,0.014841033534716858,0.5210663545666485
sample_000159.npz,8.0,0.934638648282401,0.004566884654596809,0.9392055329369977
sample_000160.npz,32.0,1.0178863083674714,0.0035813177136633186,1.0214676260811346
sample_000161.npz,8.0,0.5576623028293809,0.0027247014098970403,0.5603870042392779
sample_000162.npz,1.0,0.661446637713603,0.00034895382199443643,0.6617955915355974
sample_000163.npz,0.5,0.9205498838559903,0.006681063765686542,0.9272309476216769
sample_000164.npz,32.0,1.083686519550879,0.011394114867490986,1.09508063441837
sample_000165.npz,4.0,1.1114871743734909,0.005715863646015456,1.1172030380195064
sample_000166.npz,16.0,0.8123927280496981,0.004828860600488898,0.817221588650187
sample_000167.npz,8.0,0.9405666031614104,0.006313068593708889,0.9468796717551192
sample_000168.npz,2.0,1.3073151970872,0.0008518003637208137,1.3081669974509207
sample_000169.npz,16.0,0.8491877892734546,0.001085306647895645,0.8502730959213503
sample_000170.npz,4.0,0.8723247654079713,0.007803371328523911,0.8801281367364953
sample_000171.npz,16.0,0.5570897996315419,0.0011561355953127901,0.5582459352268547
sample_000172.npz,0.5,0.5634433487016887,0.009257114722850783,0.5727004634245394
sample_000173.npz,0.5,0.45170525471974937,0.0025835223900826706,0.45428877710983206
sample_000174.npz,64.0,1.0008042734748237,0.0034730606522724145,1.004277334127096
sample_000175.npz,0.5,1.0552396328703386,0.008318040862422738,1.0635576737327614
sample_000176.npz,0.5,0.7225104406071589,0.00033049597267810265,0.722840936579837
sample_000177.npz,2.0,0.8558974077861886,0.0045191513302348186,0.8604165591164235
sample_000178.npz,16.0,0.33614566481995756,0.016550749454687635,0.3526964142746452
sample_000179.npz,4.0,0.7776316692994412,0.01407752687174758,0.7917091961711887
sample_000180.npz,2.0,0.6722209360387283,0.001901168679571151,0.6741221047182995
sample_000181.npz,4.0,0.9091978752110189,0.0036987507718850166,0.9128966259829039
sample_000182.npz,4.0,0.6805620077279091,0.003239812801539549,0.6838018205294486
sample_000183.npz,8.0,0.514835631685399,0.012469360765352216,0.5273049924507512
sample_000184.npz,16.0,0.845404287172872,0.010986201030055405,0.8563904882029274
sample_000185.npz,16.0,0.9428197460358967,0.004828547447424473,0.9476482934833211
sample_000186.npz,1.0,0.9725746835994125,0.003636380759750192,0.9762110643591626
sample_000187.npz,1.0,0.6218965903082216,0.0002604545192336613,0.6221570448274553
sample_000188.npz,32.0,0.2625895155790433,0.006847437953973887,0.2694369535330172
sample_000189.npz,64.0,0.8711947785031455,0.00666306237326398,0.8778578408764095
sample_000190.npz,4.0,1.2958013875096477,0.0016932462961101466,1.2974946338057578
sample_000191.npz,1.0,0.948418630844664,0.006616068542332327,0.9550346993869964
sample_000192.npz,64.0,0.46924065119482433,0.009727214278672089,0.4789678654734964
sample_000193.npz,16.0,0.7465175408591846,0.0016281289681825649,0.7481456698273672
sample_000194.npz,32.0,0.661970439368695,0.005466315310445963,0.667436754679141
sample_000195.npz,0.5,0.8942011062065442,0.005038961095878014,0.8992400673024222
sample_000196.npz,32.0,0.9463149490713625,0.0034101180542653077,0.9497250671256278
sample_000197.npz,8.0,0.6339790641740691,0.0005016425106481718,0.6344807066847173
sample_000198.npz,16.0,0.7398716805094735,0.0028293061178015074,0.742700986627275
sample_000199.npz,2.0,0.8435738456445883,0.0035399835782339833,0.8471138292228222
sample_000200.npz,4.0,0.8152495335220329,0.003102367532808844,0.8183519010548417
sample_000201.npz,2.0,0.5689288204785014,0.003158093083080347,0.5720869135615817
sample_000202.npz,8.0,0.44814601402433085,0.008319602639134118,0.45646561666346497
sample_000203.npz,8.0,0.2922521353779681,0.004343567036446546,0.2965957024144147
sample_000204.npz,1.0,0.58198001514287,0.0007457209102527231,0.5827257360531227
sample_000205.npz,2.0,0.9376604249628632,0.017180382815393195,0.9548408077782564
sample_000206.npz,8.0,0.2927798869406992,0.0031161674715823803,0.29589605441228156
sample_000207.npz,4.0,0.34331406800747066,0.003982796281614491,0.3472968642890851
sample_000208.npz,0.5,0.6602746266771881,0.0023230939749637027,0.6625977206521517
sample_000209.npz,1.0,0.8130009698683238,0.01627930568515917,0.8292802755534829
sample_000210.npz,4.0,0.833437708940121,0.002341800023796357,0.8357795089639174
sample_000211.npz,2.0,0.707108907191703,0.008256756788940348,0.7153656639806434
sample_000212.npz,64.0,0.662283213780984,0.0057222822879703745,0.6680054960689543
sample_000213.npz,2.0,0.517972026570281,0.017202546771314272,0.5351745733415952
sample_000214.npz,32.0,0.7036363612183005,0.0011051124032861277,0.7047414736215867
sample_000215.npz,8.0,0.8439156942251166,0.0025046991030036256,0.8464203933281202
sample_000216.npz,32.0,0.7455297340748787,0.00018056458684098057,0.7457102986617197
sample_000217.npz,64.0,0.8665369060150315,0.001249051783072734,0.8677859577981043
sample_000218.npz,2.0,0.9260495560944247,0.004972765981751817,0.9310223220761765
sample_000219.npz,1.0,0.4144596415006755,0.0009013551787151388,0.41536099667939064
sample_000220.npz,32.0,0.6826618785177245,0.0045761394204847285,0.6872380179382093
sample_000221.npz,64.0,1.1619178624730728,0.0022199775950034464,1.1641378400680762
sample_000222.npz,0.5,0.8348061373643719,0.013763881591964306,0.8485700189563362
sample_000223.npz,4.0,0.6485378356627262,0.009005316402174788,0.657543152064901
sample_000224.npz,1.0,0.6277806892267033,0.004845681497326939,0.6326263707240302
sample_000225.npz,2.0,0.592128206278765,0.0014627550384556124,0.5935909613172206
sample_000226.npz,2.0,0.8841481865987637,0.005829983889425154,0.8899781704881888
sample_000227.npz,64.0,0.8109244839623342,0.0023708343405475997,0.8132953183028818
sample_000228.npz,2.0,0.8201250499862497,0.006003112721457207,0.826128162707707
sample_000229.npz,16.0,1.0693950887864903,0.0012333876138143846,1.0706284764003047
sample_000230.npz,0.5,0.8361379231094341,0.002978980147101481,0.8391169032565357
sample_000231.npz,4.0,0.641024680551815,0.011059307025887553,0.6520839875777026
sample_000232.npz,64.0,0.7097307290243005,0.0034716130843756377,0.7132023421086761
sample_000233.npz,64.0,1.0197176636602892,0.007668593245133071,1.0273862569054222
sample_000234.npz,8.0,0.9433138043177816,0.015044057228959934,0.9583578615467415
sample_000235.npz,0.5,0.6164054903076994,0.005240021454423125,0.6216455117621226
sample_000236.npz,1.0,0.48877389359072887,0.006682970708171634,0.4954568642989005
sample_000237.npz,32.0,1.2829523457341516,0.004202044169342327,1.2871543899034938
sample_000238.npz,2.0,0.7018792322950254,0.0016094824506458017,0.7034887147456712
sample_000239.npz,16.0,0.8003297924973332,0.007114376413486176,0.8074441689108194
sample_000240.npz,16.0,0.6789109742010149,0.013862187771969112,0.692773161972984
sample_000241.npz,32.0,0.2942461142488211,0.001287016226495086,0.29553313047531615
sample_000242.npz,16.0,0.6468799643925117,0.005957001765472663,0.6528369661579844
sample_000243.npz,4.0,0.7057563063969581,0.009940676275962646,0.7156969826729207
sample_000244.npz,4.0,1.018052811796168,0.002908380914491422,1.0209611927106594
sample_000245.npz,32.0,0.6278866531064721,0.00443504590909091,0.632321699015563
sample_000246.npz,64.0,0.6005455394186061,0.0011291013352046162,0.6016746407538107
sample_000247.npz,8.0,0.40630842791857097,0.00828050319602938,0.4145889311146003
sample_000248.npz,0.5,0.336278072611594,0.004262525735983263,0.3405405983475772
sample_000249.npz,64.0,0.9303226197869198,0.0037472826226673337,0.9340699024095871
sample_000250.npz,0.5,1.014010968238047,0.00047857821083130804,1.0144895464488783
sample_000251.npz,32.0,0.5990954142113185,0.007840155370628519,0.606935569581947
sample_000252.npz,8.0,0.4117918646818224,0.012488683130807067,0.42428054781262947
sample_000253.npz,4.0,0.6265954879267158,0.008393472034102468,0.6349889599608183
sample_000254.npz,0.5,0.736981574853651,0.0050265689613733615,0.7420081438150243
sample_000255.npz,0.5,0.8457857786420007,0.00455875443653731,0.850344533078538
sample_000256.npz,64.0,0.5689502106303864,0.00019937965307561308,0.569149590283462
sample_000257.npz,64.0,0.8666625065459923,0.010256156600646844,0.8769186631466391
sample_000258.npz,2.0,0.25732512881246705,0.003165727508517642,0.2604908563209847
sample_000259.npz,32.0,0.5658685911375367,0.007832517203797728,0.5737011083413345
sample_000260.npz,32.0,0.46093173610439486,0.0016850422878740131,0.4626167783922689
sample_000261.npz,4.0,0.6769577363023604,0.0018891489756473413,0.6788468852780077
sample_000262.npz,64.0,0.788187141229451,0.008906462696278074,0.797093603925729
sample_000263.npz,64.0,1.0239922844324147,0.004133011086461586,1.0281252955188764
sample_000264.npz,2.0,0.6093005139129165,0.0019542554391799357,0.6112547693520964
sample_000265.npz,0.5,0.790926022495718,0.009246629848669079,0.8001726523443871
sample_000266.npz,8.0,0.9308765457782857,0.0026020776791591776,0.9334786234574449
sample_000267.npz,2.0,0.7800366792408775,0.00834515100658716,0.7883818302474647
sample_000268.npz,4.0,1.0145714664350773,0.011150749692855634,1.025722216127933
sample_000269.npz,2.0,0.6292723287311516,0.0092498057550538,0.6385221344862054
sample_000270.npz,32.0,0.6658131197627357,0.014285342126252796,0.6800984618889885
sample_000271.npz,1.0,0.5208708739444486,0.012101911312916772,0.5329727852573655
sample_000272.npz,1.0,0.4431318114764182,0.0013581810267052734,0.4444899925031235
sample_000273.npz,4.0,0.5986413995844083,0.00532489501527587,0.6039662945996842
sample_000274.npz,8.0,0.8092566974153954,0.00934563461846678,0.8186023320338622
sample_000275.npz,8.0,0.7229285990828844,0.0005712739603050709,0.7234998730431895
sample_000276.npz,16.0,1.1665398246357537,0.008077674192557137,1.174617498828311
sample_000277.npz,2.0,0.6362297699185628,0.015829049981765042,0.6520588199003279
sample_000278.npz,8.0,0.4661843507806885,0.012785091384598667,0.47896944216528714
sample_000279.npz,2.0,0.755331787242233,0.0031135125855511724,0.7584452998277842
sample_000280.npz,32.0,0.578924667623128,0.0043549226337438515,0.5832795902568718
sample_000281.npz,32.0,0.7993717211802337,0.0009069092011523231,0.800278630381386
sample_000282.npz,4.0,0.5642823750989574,0.004367768652924752,0.5686501437518822
sample_000283.npz,64.0,0.5228135460048406,0.0020251453697343698,0.5248386913745751
sample_000284.npz,8.0,0.6355901923739069,0.0029186357910297063,0.6385088281649366
sample_000285.npz,1.0,1.1636345235453456,0.01181924149451991,1.1754537650398655
sample_000286.npz,0.5,0.5072484335367429,0.010817320412830012,0.5180657539495729
sample_000287.npz,0.5,0.9819216522607541,0.0023956019984665436,0.9843172542592207
sample_000288.npz,32.0,1.1274704806325568,4.246903567323244e-05,1.1275129496682301
sample_000289.npz,2.0,0.565505654839989,0.007096780235007622,0.5726024350749966
sample_000290.npz,32.0,0.4723243131734148,0.004905530357150885,0.4772298435305657
sample_000291.npz,32.0,1.175869632653498,0.004913864620724476,1.1807834972742226
sample_000292.npz,8.0,0.6912393587677492,0.011809611753811079,0.7030489705215603
sample_000293.npz,8.0,0.8012399649208384,3.309426091397034e-06,0.8012432743469298
sample_000294.npz,16.0,0.5728886067540225,0.0008358342790488029,0.5737244410330713
sample_000295.npz,2.0,0.5073369386357164,0.009782832885490346,0.5171197715212067
sample_000296.npz,8.0,1.0051883955469862,0.006862759252470171,1.0120511547994564
sample_000297.npz,2.0,0.5998379317554079,0.007861916843387459,0.6076998485987953
sample_000298.npz,0.5,0.6745106366579879,0.0016572579775526305,0.6761678946355406
sample_000299.npz,64.0,0.6639696564447607,0.013483375036749004,0.6774530314815097
sample_000300.npz,0.5,1.152568878119952,0.006001739394109435,1.1585706175140613
sample_000301.npz,8.0,0.8713111896248543,0.009639514590856331,0.8809507042157106
sample_000302.npz,16.0,0.6841845662190912,0.010383193067524095,0.6945677592866153
sample_000303.npz,8.0,0.529182819056986,0.0021280727539738035,0.5313108918109598
sample_000304.npz,1.0,1.0905225172469208,0.0038827829122973236,1.0944053001592182
sample_000305.npz,8.0,1.1269237303168211,0.0007006387751510171,1.127624369091972
sample_000306.npz,2.0,0.5634795821315937,0.005683711363214453,0.5691632934948081
sample_000307.npz,8.0,0.7012709643323849,0.01245975416409147,0.7137307184964764
sample_000308.npz,4.0,0.5732086212601316,0.004028886444207276,0.5772375077043389
sample_000309.npz,32.0,0.7592565873230553,0.002336108023633263,0.7615926953466886
sample_000310.npz,32.0,1.0466201531338222,0.006412548518889389,1.0530327016527115
sample_000311.npz,64.0,0.8037424071970473,0.0001227031283740946,0.8038651103254214
sample_000312.npz,0.5,0.7720214773835932,0.012520861744520419,0.7845423391281136
sample_000313.npz,2.0,1.100157980033594,0.002290891258374134,1.1024488712919682
sample_000314.npz,4.0,0.7290058186451821,0.003430385620137808,0.7324362042653199
sample_000315.npz,8.0,0.5934011320592557,0.013080979738872487,0.6064821117981282
sample_000316.npz,2.0,0.2438878047647326,0.010006646919224971,0.2538944516839576
sample_000317.npz,1.0,0.4531858459703732,0.012962658215249896,0.4661485041856231
sample_000318.npz,32.0,0.33889162039185344,0.004791173824711427,0.3436827942165649
sample_000319.npz,1.0,0.35300759370768375,0.009479571804062671,0.3624871655117464
sample_000320.npz,64.0,0.9822424724425757,0.008611945238175624,0.9908544176807513
sample_000321.npz,1.0,0.39652090836240583,0.0012098012408801265,0.39773070960328594
sample_000322.npz,2.0,0.5412324549109824,0.004997432550194801,0.5462298874611772
sample_000323.npz,32.0,1.175897420754226,0.00717002238594137,1.1830674431401675
sample_000324.npz,2.0,0.5768452175781672,0.001416603509387877,0.5782618210875551
sample_000325.npz,0.5,0.5926052908872338,0.01164988447377073,0.6042551753610045
sample_000326.npz,1.0,1.0105882170937104,0.002656649862004542,1.013244866955715
sample_000327.npz,2.0,1.0184733612818342,0.012200736881029569,1.0306740981628637
sample_000328.npz,16.0,0.504751323554611,0.0011127917956063786,0.5058641153502175
sample_000329.npz,4.0,0.7595095791398426,0.0019635811538163124,0.761473160293659
sample_000330.npz,32.0,0.29843105530234076,0.0005321948114590611,0.2989632501137998
sample_000331.npz,0.5,0.8450752036649448,0.008291928855491073,0.853367132520436
sample_000332.npz,16.0,0.5430962483342847,0.01508726223583824,0.5581835105701229
sample_000333.npz,8.0,0.6424335374807397,1.6862132260845805e-05,0.6424503996130005
sample_000334.npz,64.0,1.0094159983615683,0.012226780984449487,1.0216427793460177
sample_000335.npz,1.0,0.7592607627651708,0.008246486881903506,0.7675072496470744
sample_000336.npz,0.5,0.5723040286716278,0.003151241135607776,0.5754552698072356
sample_000337.npz,8.0,0.7708088657205355,0.001046554578451958,0.7718554202989875
sample_000338.npz,2.0,1.008858385665248,0.004288928342612319,1.0131473140078604
sample_000339.npz,4.0,0.8592300386107588,0.009963305307094307,0.8691933439178531
sample_000340.npz,1.0,0.4200228936148792,0.011771286176237777,0.431794179791117
sample_000341.npz,0.5,1.0566971971930903,0.0020473992890768277,1.0587445964821671
sample_000342.npz,4.0,1.1615043477807205,0.0010344684269303376,1.1625388162076509
sample_000343.npz,64.0,0.8499607070830058,0.0031122126298356386,0.8530729197128414
sample_000344.npz,1.0,1.0835358694891817,0.00882038907334901,1.0923562585625306
sample_000345.npz,64.0,1.4501136375913615,0.009106491024268267,1.4592201286156297
sample_000346.npz,64.0,0.7986901471091242,0.005920070460069766,0.804610217569194
sample_000347.npz,2.0,0.6482709039271584,0.001577595218962143,0.6498484991461205
